1207,0:0.000000
1208,0:0.000000
1209,0:0.000000
1210,0:0.000000
1211,0:0.000000
1212,0:0.000000
1213,0:0.000000
1214,0:0.000000
1215,0:0.000000
1216,0:0.000000
1217,0:0.000000
1218,0:0.000000
1219,0:0.000000
1220,0:0.000000
1221,0:0.000000
1222,0:0.000000
1223,0:0.000000
1224,0:0.000000
1225,0:0.000000
1226,0:0.000000
1227,0:0.000000
1228,0:0.000000
1229,0:0.000000
1230,0:0.000000
1231,0:0.000000
1232,0:0.000000
1233,0:0.000000
1234,0:0.000000
1235,0:0.000000
1236,0:0.000000
1237,0:0.000000
1238,0:0.000000
1239,0:0.000000
1240,0:0.000000
1241,0:0.000000
1242,0:0.000000
1243,0:0.000000
1244,0:0.000000
1245,0:0.000000
1246,0:0.000000
1247,0:0.000000
1248,0:0.000000
1249,0:0.000000
1250,0:0.000000
1251,0:0.000000
1252,0:0.000000
1253,0:0.000000
1254,0:0.000000
1255,0:0.000000
1256,0:0.000000
1257,0:0.000000
1258,0:0.000000
1259,0:0.000000
1260,0:0.000000
1261,0:0.000000
1262,0:0.000000
1263,0:0.000000
1264,0:0.000000
1265,0:0.000000
1266,0:0.000000
1267,0:0.000000
1268,0:0.000000
1269,0:0.000000
1270,0:0.000000
1271,0:0.000000
1272,0:0.000000
1273,0:0.000000
1274,0:0.000000
1275,0:0.000000
1276,0:0.000000
1277,0:0.000000
1278,0:0.000000
1279,0:0.000000
1280,0:0.000000
1281,0:0.000000
1282,0:0.000000
1283,0:0.000000
1284,0:0.000000
1285,0:0.000000
1286,0:0.000000
1287,0:0.000000
1288,0:0.000000
1289,0:0.000000
1290,0:0.000000
1291,0:0.000000
1292,0:0.000000
1293,0:0.000000
1294,0:0.000000
1295,0:0.000000
1296,0:0.000000
1297,0:0.000000
1298,0:0.000000
1299,0:0.000000
1300,0:0.000000
1301,0:0.000000
1302,0:0.000000
1303,0:0.000000
1304,0:0.000000
1305,0:0.000000
1306,0:0.000000
1307,0:0.000000
1308,0:0.000000
1309,0:0.000000
1310,0:0.000000
1311,0:0.000000
1312,0:0.000000
1313,0:0.000000
1314,0:0.000000
1315,0:0.000000
1316,0:0.000000
1317,0:0.000000
1318,0:0.000000
1319,0:0.000000
1320,0:0.000000
1321,0:0.000000
1322,0:0.000000
1323,0:0.000000
1324,0:0.000000
1325,0:0.000000
1326,0:0.000000
1327,0:0.000000
1328,0:0.000000
1329,0:0.000000
1330,0:0.000000
1331,0:0.000000
1332,0:0.000000
1333,0:0.000000
1334,0:0.000000
1335,0:0.000000
1336,0:0.000000
1337,0:0.000000
1338,0:0.000000
1339,0:0.000000
1340,0:0.000000
1341,0:0.000000
1342,0:0.000000
1343,0:0.000000
1344,0:0.000000
1345,0:0.000000
1346,0:0.000000
1347,0:0.000000
1348,0:0.000000
1349,0:0.000000
1350,0:0.000000
1351,0:0.000000
1352,0:0.000000
1353,0:0.000000
1354,0:0.000000
1355,0:0.000000
1356,0:0.000000
1357,0:0.000000
1358,0:0.000000
1359,0:0.000000
1360,0:0.000000
1361,0:0.000000
1362,0:0.000000
1363,0:0.000000
1364,0:0.000000
1365,0:0.000000
1366,0:0.000000
1367,0:0.000000
1368,0:0.000000
1369,0:0.000000
1370,0:0.000000
1371,0:0.000000
1372,0:0.000000
1373,0:0.000000
1374,0:0.000000
1375,0:0.000000
1376,0:0.000000
1377,0:0.000000
1378,0:0.000000
1379,0:0.000000
1380,0:0.000000
1381,0:0.000000
1382,0:0.000000
1383,0:0.000000
1384,0:0.000000
1385,0:0.000000
1386,0:0.000000
1387,0:0.000000
1388,0:0.000000
1389,0:0.000000
1390,0:0.000000
1391,0:0.000000
1392,0:0.000000
1393,0:0.000000
1394,0:0.000000
1395,0:0.000000
1396,0:0.000000
1397,0:0.000000
1398,0:0.000000
1399,0:0.000000
1400,0:0.000000
1401,0:0.000000
1402,0:0.000000
1403,0:0.000000
1404,0:0.000000
1405,0:0.000000
1406,0:0.000000
1407,0:0.000000
1408,0:0.000000
1409,0:0.000000
1410,0:0.000000
1411,0:0.000000
1412,0:0.000000
1413,0:0.000000
1414,0:0.000000
1415,0:0.000000
1416,0:0.000000
1417,0:0.000000
1418,0:0.000000
1419,0:0.000000
1420,0:0.000000
1421,0:0.000000
1422,0:0.000000
1423,0:0.000000
1424,0:0.000000
1425,0:0.000000
1426,0:0.000000
1427,0:0.000000
1428,0:0.000000
1429,0:0.000000
1430,0:0.000000
1431,0:0.000000
1432,0:0.000000
1433,0:0.000000
1434,0:0.000000
1435,0:0.000000
1436,0:0.000000
1437,0:0.000000
1438,0:0.000000
1439,0:0.000000
1440,0:0.000000
1441,0:0.000000
1442,0:0.000000
1443,0:0.000000
1444,0:0.000000
1445,0:0.000000
1446,0:0.000000
1447,0:0.000000
1448,0:0.000000
1449,0:0.000000
1450,0:0.000000
1451,0:0.000000
1452,0:0.000000
1453,0:0.000000
1454,0:0.000000
1455,0:0.000000
1456,0:0.000000
1457,0:0.000000
1458,0:0.000000
1459,0:0.000000
1460,0:0.000000
1461,0:0.000000
1462,0:0.000000
1463,0:0.000000
1464,0:0.000000
1465,0:0.000000
1466,0:0.000000
1467,0:0.000000
1468,0:0.000000
1469,0:0.000000
1470,0:0.000000
1471,0:0.000000
1472,0:0.000000
1473,0:0.000000
1474,0:0.000000
1475,0:0.000000
1476,0:0.000000
1477,0:0.000000
1478,0:0.000000
1479,0:0.000000
1480,0:0.000000
1481,0:0.000000
1482,0:0.000000
1483,0:0.000000
1484,0:0.000000
1485,0:0.000000
1486,0:0.000000
1487,0:0.000000
1488,0:0.000000
1489,0:0.000000
1490,0:0.000000
1491,0:0.000000
1492,0:0.000000
1493,0:0.000000
1494,0:0.000000
1495,0:0.000000
1496,0:0.000000
1497,0:0.000000
1498,0:0.000000
1499,0:0.000000
1500,0:0.000000
1501,0:0.000000
1502,0:0.000000
1503,0:0.000000
1504,0:0.000000
1505,0:0.000000
1506,0:0.000000
1507,0:0.000000
1508,0:0.000000
1509,0:0.000000
1510,0:0.000000
1511,0:0.000000
1512,0:0.000000
1513,0:0.000000
1514,0:0.000000
1515,0:0.000000
1516,0:0.000000
1517,0:0.000000
1518,0:0.000000
1519,0:0.000000
1520,0:0.000000
1521,0:0.000000
1522,0:0.000000
1523,0:0.000000
1524,0:0.000000
1525,0:0.000000
1526,0:0.000000
1527,0:0.000000
1528,0:0.000000
1529,0:0.000000
1530,0:0.000000
1531,0:0.000000
1532,0:0.000000
1533,0:0.000000
1534,0:0.000000
1535,0:0.000000
1536,0:0.000000
1537,0:0.000000
1538,0:0.000000
1539,0:0.000000
1540,0:0.000000
1541,0:0.000000
1542,0:0.000000
1543,0:0.000000
1544,0:0.000000
1545,0:0.000000
1546,0:0.000000
1547,0:0.000000
1548,0:0.000000
1549,0:0.000000
1550,0:0.000000
1551,0:0.000000
1552,0:0.000000
1553,0:0.000000
1554,0:0.000000
1555,0:0.000000
1556,0:0.000000
1557,0:0.000000
1558,0:0.000000
1559,0:0.000000
1560,0:0.000000
1561,0:0.000000
1562,0:0.000000
1563,0:0.000000
1564,0:0.000000
1565,0:0.000000
1566,0:0.000000
1567,0:0.000000
1568,0:0.000000
1569,0:0.000000
1570,0:0.000000
1571,0:0.000000
1572,0:0.000000
1573,0:0.000000
1574,0:0.000000
1575,0:0.000000
1576,0:0.000000
1577,0:0.000000
1578,0:0.000000
1579,0:0.000000
1580,0:0.000000
1581,0:0.000000
1582,0:0.000000
1583,0:0.000000
1584,0:0.000000
1585,0:0.000000
1586,0:0.000000
1587,0:0.000000
1588,0:0.000000
1589,0:0.000000
1590,0:0.000000
1591,0:0.000000
1592,0:0.000000
1593,0:0.000000
1594,0:0.000000
1595,0:0.000000
1596,0:0.000000
1597,0:0.000000
1598,0:0.000000
1599,0:0.000000
1600,0:0.000000
